year,race,driver,team,quali_position,quali_time_sec,delta_to_pole,avg_race_pace,median_race_pace,stint_count,pit_stops,final_position,fp2_avg_pace,fp2_med_pace,fp2_laps,sprint_avg_pace,sprint_med_pace,sprint_laps,pace_fp2sprint_avg,pace_fp2sprint_med,pace_fp2sprint_laps,quali_normalized,pace_ratio,pace_fp2sprint_ratio,race_variability
2024,Australian Grand Prix,ZHO,Kick Sauber,19.0,78.188,2.272999999999996,85.45852631578947,83.196,3.0,3,15,79.503833333,79.552,6.0,96.9850833325,96.95150000000001,18.0,79.503833333,79.552,6.0,0.95,1.0271951333692662,0.9993945260081456,0.027195133369266218
2024,Japanese Grand Prix,VER,Red Bull Racing,1.0,88.197,0.0,97.6375098039216,96.437,4.0,3,1,88.4846,88.666,5.0,96.9850833325,96.95150000000001,18.0,88.197,88.197,88.197,0.05,1.0124486431963002,1.0,0.012448643196300228
2024,Japanese Grand Prix,PER,Red Bull Racing,2.0,88.263,0.0660000000000025,97.90370588235294,96.733,4.0,3,2,88.4846,88.666,5.0,96.9850833325,96.95150000000001,18.0,88.263,88.263,88.263,0.1,1.0121024457253773,1.0,0.012102445725377416
2024,Japanese Grand Prix,NOR,McLaren,3.0,88.489,0.2920000000000016,98.26139215686275,96.412,4.0,3,5,88.4846,88.666,5.0,96.9850833325,96.95150000000001,18.0,88.489,88.489,88.489,0.15,1.0191821781195571,1.0,0.019182178119557195
2024,Japanese Grand Prix,SAI,Ferrari,4.0,88.682,0.4849999999999994,98.135137254902,96.948,4.0,3,3,88.4846,88.666,5.0,96.9850833325,96.95150000000001,18.0,88.682,88.682,88.682,0.2,1.0122450927806868,1.0,0.012245092780686681
2024,Japanese Grand Prix,ALO,Aston Martin,5.0,88.686,0.4890000000000043,98.63931372549018,97.359,4.0,3,6,88.4846,88.666,5.0,96.9850833325,96.95150000000001,18.0,88.686,88.686,88.686,0.25,1.0131504403854825,1.0,0.013150440385482477
2024,Japanese Grand Prix,PIA,McLaren,6.0,88.76,0.5630000000000024,98.76094117647058,97.364,4.0,3,8,96.897333333,96.862,3.0,96.9850833325,96.95150000000001,18.0,96.897333333,96.862,3.0,0.3,1.014347614893293,1.0003647801304951,0.01434761489329297
2024,Japanese Grand Prix,HAM,Mercedes,7.0,88.766,0.5690000000000026,98.92286274509802,96.746,4.0,3,9,95.226,95.226,1.0,96.9850833325,96.95150000000001,18.0,95.226,95.226,1.0,0.35,1.0225008036001284,1.0,0.022500803600128384
2024,Japanese Grand Prix,LEC,Ferrari,8.0,88.786,0.5889999999999986,98.53758823529412,96.778,3.0,2,4,98.76,98.76,1.0,96.9850833325,96.95150000000001,18.0,98.76,98.76,1.0,0.4,1.0181816966179722,1.0,0.01818169661797224
2024,Japanese Grand Prix,RUS,Mercedes,9.0,89.008,0.8109999999999928,98.97890196078431,96.776,4.0,3,7,88.4846,88.666,5.0,96.9850833325,96.95150000000001,18.0,89.008,89.008,89.008,0.45,1.022762895354058,1.0,0.022762895354058
2024,Japanese Grand Prix,TSU,RB,10.0,89.413,1.215999999999994,100.2397,97.6215,4.0,3,10,100.946,100.946,1.0,96.9850833325,96.95150000000001,18.0,100.946,100.946,1.0,0.5,1.0268199115973429,1.0,0.026819911597342816
2024,Japanese Grand Prix,RIC,RB,11.0,89.472,1.2749999999999917,95.81198245614036,92.7505,1.0,0,19,88.4846,88.666,5.0,96.9850833325,96.95150000000001,18.0,89.472,89.472,89.472,0.55,1.0330077191620568,1.0,0.033007719162056845
